时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/11/16 12:00,5599,0.4162,1.2957,14.9126,9.6870
2024/11/16 13:00,5599,0.4430,1.4121,15.9226,9.6227
2024/11/16 14:00,5599,0.3854,1.2393,14.4118,9.3761
2024/11/16 15:00,5599,0.3492,1.0835,11.7486,9.2641
2024/11/16 16:00,5599,0.4007,1.1819,12.0121,9.3318
2024/11/16 17:00,5599,0.4567,1.3794,12.8600,9.8483
2024/11/16 18:00,5599,0.5225,1.4626,13.8349,10.3690
2024/11/16 19:00,5599,0.5266,1.5038,15.6186,10.3352
2024/11/16 20:00,5599,0.6514,1.9396,20.4625,11.2666
2024/11/16 21:00,5599,0.6930,2.1419,23.1001,11.9748
2024/11/16 22:00,5599,0.7622,2.3950,29.0588,12.1707
2024/11/16 23:00,5599,0.6709,2.0856,30.4961,11.6811
2024/11/1 0:00,5603,0.2470,0.7909,11.2459,9.1218
2024/11/1 1:00,5603,0.2636,0.8608,11.0335,9.2304
2024/11/1 2:00,5603,0.4220,1.3552,10.1854,9.7494
2024/11/1 3:00,5603,0.1634,0.4438,5.8693,6.1322
2024/11/1 4:00,5603,0.1629,0.2920,4.0840,5.8232
2024/11/1 5:00,5603,0.1549,0.2524,4.3979,6.1369
2024/11/1 6:00,5603,0.1318,0.4405,5.8588,8.2533
2024/11/1 7:00,5603,0.3254,0.9263,9.0456,9.2737
2024/11/1 8:00,5603,0.6290,1.7738,14.6093,10.5302
2024/11/1 9:00,5603,0.7461,2.0554,15.6800,11.0272
2024/11/1 10:00,5603,0.9082,2.5520,18.9179,11.5660
2024/11/1 11:00,5603,1.0151,2.8234,22.7981,12.7488
2024/11/1 12:00,5603,0.9409,2.3834,24.1409,12.5028
2024/11/1 13:00,5603,0.7475,2.1203,18.3356,10.8690
2024/11/1 14:00,5603,0.8938,2.4486,19.9562,11.3679
2024/11/1 15:00,5603,0.9869,2.6395,20.6950,11.8744
2024/11/1 16:00,5603,1.0293,2.7744,18.9302,11.7709
2024/11/1 17:00,5603,1.0783,2.7482,20.9688,12.2621
2024/11/1 18:00,5603,0.9729,2.4442,19.7386,11.8883
2024/11/1 19:00,5603,0.7980,2.0516,16.5061,10.7840
2024/11/1 20:00,5603,0.7610,1.9379,16.4681,11.1354
2024/11/1 21:00,5603,0.6977,1.8803,15.5004,10.8612
2024/11/1 22:00,5603,0.5496,1.5811,14.2421,10.2391
2024/11/1 23:00,5603,0.4068,1.2505,13.7997,9.8982
2024/11/16 0:00,5603,0.4518,1.0620,16.9161,10.0424
2024/11/16 1:00,5603,0.4522,1.1179,16.0756,10.1885
2024/11/16 2:00,5603,0.4401,1.0958,12.0273,9.6909
2024/11/16 3:00,5603,0.2862,0.6572,7.4641,9.3264
2024/11/16 4:00,5603,0.1900,0.3430,5.9177,6.6897
2024/11/16 5:00,5603,0.1900,0.3843,5.1071,6.6084
2024/11/16 6:00,5603,0.2434,0.7610,7.2172,8.4260
2024/11/16 7:00,5603,0.4285,1.1067,11.2873,9.4292
2024/11/16 8:00,5603,1.0546,2.5671,24.8923,12.1071
2024/11/16 9:00,5603,1.5074,3.6357,31.5139,13.9372
2024/11/16 10:00,5603,1.8208,4.4071,37.7583,15.3392
2024/11/16 11:00,5603,1.7432,4.0744,43.4537,14.9027
2024/11/16 12:00,5603,1.6220,3.7851,45.6981,15.3133
2024/11/16 13:00,5603,1.5263,3.7328,41.1146,14.3910
2024/11/16 14:00,5603,1.4177,3.5200,37.6336,13.6773
2024/11/16 15:00,5603,1.5666,3.7893,40.2191,14.7435
2024/11/16 16:00,5603,1.6295,3.7978,39.8862,15.4765
2024/11/16 17:00,5603,1.7592,3.8577,40.2984,15.6256
2024/11/16 18:00,5603,1.3969,3.2121,33.8039,13.8767
2024/11/16 19:00,5603,1.3526,3.0488,32.1374,14.3148
2024/11/16 20:00,5603,1.4428,3.0313,30.3541,13.8759
2024/11/16 21:00,5603,1.2882,2.7046,29.4719,12.8879
2024/11/16 22:00,5603,1.0995,2.3086,33.1867,12.9283
2024/11/16 23:00,5603,0.6870,1.5814,24.5302,11.6077
2024/11/1 0:00,5605,0.6364,1.2560,14.6468,8.9835
2024/11/1 1:00,5605,0.1436,0.3890,5.2326,5.5934
2024/11/1 2:00,5605,0.1452,0.2675,3.5930,5.1472
2024/11/1 3:00,5605,0.1456,0.2430,3.4409,5.0380
2024/11/1 4:00,5605,0.1450,0.2232,3.2266,4.8047
2024/11/1 5:00,5605,0.1396,0.1973,3.5631,5.2406
2024/11/1 6:00,5605,0.1762,0.3689,5.7783,7.8581
2024/11/1 7:00,5605,0.2961,0.5778,7.0637,8.1483
2024/11/1 8:00,5605,0.4524,1.0061,9.6791,8.8667
2024/11/1 9:00,5605,0.5738,1.3954,11.3207,9.1761
2024/11/1 10:00,5605,0.7846,1.9413,15.2500,9.6755
2024/11/1 11:00,5605,1.1186,2.5943,19.8519,11.1459
2024/11/1 12:00,5605,2.1503,4.9349,35.3680,15.5501
2024/11/1 13:00,5605,1.9416,4.7146,35.3836,13.5476
2024/11/1 14:00,5605,0.9966,2.2692,19.7917,10.8837
2024/11/1 15:00,5605,1.2379,2.7841,19.0101,11.0527
2024/11/1 16:00,5605,2.1772,5.2141,31.0612,13.7116
2024/11/1 17:00,5605,2.8866,7.0579,39.2711,15.9876
2024/11/1 18:00,5605,4.6390,9.6782,62.5651,25.1359
2024/11/1 19:00,5605,2.7836,6.5124,39.0820,16.3794
2024/11/1 20:00,5605,2.1196,4.8756,31.6483,16.7318
2024/11/1 21:00,5605,2.3013,4.6045,34.3007,16.9845
2024/11/1 22:00,5605,1.1769,2.3046,23.7998,11.7120
2024/11/1 23:00,5605,0.6849,1.4660,18.7251,9.6740
2024/11/16 0:00,5605,0.2114,0.3602,8.1573,8.2319
2024/11/16 1:00,5605,0.1209,0.2753,6.0667,8.4177
2024/11/16 2:00,5605,0.0903,0.2716,4.6203,8.4225
2024/11/16 3:00,5605,0.0555,0.1548,4.1278,7.8896
2024/11/16 4:00,5605,0.1099,0.1276,3.4967,5.1349
2024/11/16 5:00,5605,0.1099,0.1854,3.1263,5.0965
2024/11/16 6:00,5605,0.0836,0.1761,4.4180,7.7441
2024/11/16 7:00,5605,0.1418,0.2624,6.3880,8.3011
2024/11/16 8:00,5605,0.2542,0.5834,8.7621,8.7081
2024/11/16 9:00,5605,0.4180,0.8447,11.2095,9.5354
2024/11/16 10:00,5605,0.6537,1.2897,14.3605,10.8875
2024/11/16 11:00,5605,0.6102,1.1990,14.8989,10.7611
2024/11/16 12:00,5605,0.8476,1.7200,16.0508,11.1595
2024/11/16 13:00,5605,0.5719,1.2511,16.7962,10.7771
2024/11/16 14:00,5605,0.4727,1.0280,13.7683,9.8149
2024/11/16 15:00,5605,0.8605,1.9288,15.4210,11.9051
2024/11/16 16:00,5605,1.2387,2.8292,16.1546,13.8782
2024/11/16 17:00,5605,1.3842,3.4324,22.6559,15.1507
2024/11/16 18:00,5605,2.2100,4.1245,36.7405,18.6843
2024/11/16 19:00,5605,1.5336,3.1220,21.9476,15.1783
2024/11/16 20:00,5605,1.1383,2.4265,17.4491,14.8651
2024/11/16 21:00,5605,0.4125,0.8708,10.2444,9.4069
2024/11/16 22:00,5605,0.2210,0.4962,9.3074,8.5412
2024/11/16 23:00,5605,0.2231,0.5016,8.8339,8.4713
2024/11/1 0:00,5656,0.1336,0.3683,5.8781,7.9074
2024/11/1 1:00,5656,0.1641,0.3522,5.8011,6.0482
2024/11/1 2:00,5656,0.1730,0.4636,4.8248,5.9777
2024/11/1 3:00,5656,0.1665,0.4339,4.7858,6.0221
2024/11/1 4:00,5656,0.1666,0.3850,4.4111,5.9315
2024/11/1 5:00,5656,0.1577,0.2730,4.5848,6.1484
2024/11/1 6:00,5656,0.0800,0.2464,4.8360,7.6815
2024/11/1 7:00,5656,0.1239,0.3894,6.0849,7.9426
2024/11/1 8:00,5656,0.2264,0.6468,8.1131,8.2755
2024/11/1 9:00,5656,0.2763,0.8275,8.8765,8.4800
2024/11/1 10:00,5656,0.3170,0.9170,8.8478,8.6462
2024/11/1 11:00,5656,0.2463,0.7362,9.0907,8.5544
2024/11/1 12:00,5656,0.2853,0.7948,12.2272,8.5678
2024/11/1 13:00,5656,0.2229,0.6392,8.8985,8.2781
2024/11/1 14:00,5656,0.2489,0.7404,9.0064,8.3912
2024/11/1 15:00,5656,0.2573,0.7775,9.3677,8.5013
2024/11/1 16:00,5656,0.3094,0.8963,11.1581,8.7066
2024/11/1 17:00,5656,0.3096,0.8703,9.4159,8.5989
2024/11/1 18:00,5656,0.2763,0.7937,8.9041,8.5185
2024/11/1 19:00,5656,0.2135,0.6046,7.4403,8.2827
2024/11/1 20:00,5656,0.2120,0.5720,7.1669,8.4333
2024/11/1 21:00,5656,0.1906,0.5265,6.9937,8.3533
2024/11/1 22:00,5656,0.1809,0.4712,6.8690,8.2916
2024/11/1 23:00,5656,0.1449,0.3840,6.8240,8.1286
2024/11/16 0:00,5656,0.1626,0.4558,7.9254,8.1636
2024/11/16 1:00,5656,0.1752,0.5405,7.9582,9.1615
2024/11/16 2:00,5656,0.1167,0.4254,6.6323,9.0645
2024/11/16 3:00,5656,0.1437,0.4509,6.7300,8.8565
2024/11/16 4:00,5656,0.1614,0.3391,5.9242,6.0896
2024/11/16 5:00,5656,0.1614,0.2847,5.1778,6.0117
2024/11/16 6:00,5656,0.0786,0.2276,4.9535,7.6807
2024/11/16 7:00,5656,0.1079,0.2825,5.7854,7.8666
2024/11/16 8:00,5656,0.1415,0.3662,6.6640,7.9271
2024/11/16 9:00,5656,0.2171,0.6129,8.7153,8.2803
2024/11/16 10:00,5656,0.2485,0.7025,10.1689,8.5807
2024/11/16 11:00,5656,0.2331,0.6561,8.9574,8.5142
2024/11/16 12:00,5656,0.2047,0.5333,8.3235,8.4377
2024/11/16 13:00,5656,0.1936,0.5181,8.3457,8.2838
2024/11/16 14:00,5656,0.2300,0.6331,10.1045,8.4602
2024/11/16 15:00,5656,0.2589,0.6869,10.4957,8.5210
2024/11/16 16:00,5656,0.2816,0.7543,10.4908,8.6982
2024/11/16 17:00,5656,0.2841,0.7980,9.7020,8.7477
2024/11/16 18:00,5656,0.2379,0.6428,7.9119,8.4176
2024/11/16 19:00,5656,0.1875,0.5054,6.7072,8.2574
2024/11/16 20:00,5656,0.1739,0.4705,6.4862,8.2116
2024/11/16 21:00,5656,0.1713,0.4451,6.8654,8.2861
2024/11/16 22:00,5656,0.1489,0.3945,7.1586,8.2510
2024/11/16 23:00,5656,0.1583,0.4150,7.6571,8.2697
2024/11/1 0:00,5667,0.0809,0.2512,5.2261,8.0273
2024/11/1 1:00,5667,0.1570,0.2041,5.2815,5.9832
2024/11/1 2:00,5667,0.1599,0.3667,4.2387,5.9210
2024/11/1 3:00,5667,0.1613,0.3387,4.1674,5.9677
2024/11/1 4:00,5667,0.1610,0.3028,3.8667,5.6920
2024/11/1 5:00,5667,0.1543,0.2577,4.2527,6.0807
2024/11/1 6:00,5667,0.1753,0.4251,6.9438,8.3109
2024/11/1 7:00,5667,0.2023,0.5714,6.7494,8.6259
2024/11/1 8:00,5667,0.2546,0.7313,7.5163,9.0084
2024/11/1 9:00,5667,0.3394,0.9259,8.6537,9.6122
2024/11/1 10:00,5667,0.3698,1.0105,9.8989,9.9311
2024/11/1 11:00,5667,0.4123,1.1034,11.6287,10.1712
2024/11/1 12:00,5667,0.3843,1.0652,11.7958,9.9542
2024/11/1 13:00,5667,0.3844,1.0475,10.8897,9.9836
2024/11/1 14:00,5667,0.4052,1.0562,11.0329,10.2508
2024/11/1 15:00,5667,0.4562,1.2146,12.2952,10.7027
2024/11/1 16:00,5667,0.4590,1.1833,11.0433,10.6498
2024/11/1 17:00,5667,0.3723,0.9492,9.6960,10.0615
2024/11/1 18:00,5667,0.3496,0.8887,10.1489,9.8965
2024/11/1 19:00,5667,0.3931,1.0158,10.2325,10.0156
2024/11/1 20:00,5667,0.3554,0.9610,9.8789,9.9020
2024/11/1 21:00,5667,0.2906,0.7306,9.9850,9.6161
2024/11/1 22:00,5667,0.1547,0.4276,7.9566,8.7424
2024/11/1 23:00,5667,0.0997,0.2758,6.2277,8.2315
2024/11/16 0:00,5667,0.0753,0.2495,5.4158,8.1322
2024/11/16 1:00,5667,0.1119,0.3495,6.4182,9.2426
2024/11/16 2:00,5667,0.1100,0.3951,6.4791,9.0064
2024/11/16 3:00,5667,0.1199,0.4784,7.0300,8.6758
2024/11/16 4:00,5667,0.1577,0.3989,5.5730,6.0400
2024/11/16 5:00,5667,0.1577,0.3445,4.8387,5.9632
2024/11/16 6:00,5667,0.1840,0.4507,6.3315,8.3397
2024/11/16 7:00,5667,0.2319,0.6080,7.1031,8.8069
2024/11/16 8:00,5667,0.2792,0.7485,7.5636,9.2396
2024/11/16 9:00,5667,0.4295,1.0504,10.2595,10.5267
2024/11/16 10:00,5667,0.5457,1.4180,11.7685,10.8498
2024/11/16 11:00,5667,0.5170,1.3635,12.3207,10.6985
2024/11/16 12:00,5667,0.5175,1.3648,12.5805,10.6767
2024/11/16 13:00,5667,0.4936,1.2854,12.5199,10.7521
2024/11/16 14:00,5667,0.5715,1.5391,14.5501,11.6794
2024/11/16 15:00,5667,0.6090,1.6616,14.7245,11.9191
2024/11/16 16:00,5667,0.5642,1.5051,13.8188,11.5728
2024/11/16 17:00,5667,0.5024,1.3010,11.8009,11.0721
2024/11/16 18:00,5667,0.4001,1.0375,11.0374,10.3787
2024/11/16 19:00,5667,0.4168,1.0627,11.6445,10.2820
2024/11/16 20:00,5667,0.3380,0.8766,10.0148,9.8061
2024/11/16 21:00,5667,0.2580,0.6444,8.3554,9.3868
2024/11/16 22:00,5667,0.2356,0.6013,8.4591,9.5755
2024/11/16 23:00,5667,0.1123,0.3376,6.2897,8.5617
2024/11/1 0:00,5668,0.0740,0.2180,5.3035,7.8729
2024/11/1 1:00,5668,0.1813,0.2297,6.1833,6.2255
2024/11/1 2:00,5668,0.2069,0.4927,5.0707,6.1433
2024/11/1 3:00,5668,0.1985,0.4805,5.0370,6.1832
2024/11/1 4:00,5668,0.1775,0.4285,4.6547,5.9703
2024/11/1 5:00,5668,0.1755,0.3216,4.9332,6.3309
2024/11/1 6:00,5668,0.1582,0.4727,5.8941,8.2709
2024/11/1 7:00,5668,0.2605,0.8145,7.3701,9.0904
2024/11/1 8:00,5668,0.5113,1.5852,10.0847,10.2577
2024/11/1 9:00,5668,0.7402,2.1969,12.2656,11.1197
2024/11/1 10:00,5668,0.8680,2.5622,14.5544,11.5547
2024/11/1 11:00,5668,0.7206,1.9724,13.6572,10.8374
2024/11/1 12:00,5668,0.6771,1.8337,14.1792,10.9242
2024/11/1 13:00,5668,0.7433,1.9369,15.2140,10.9008
2024/11/1 14:00,5668,0.7797,2.0804,15.1007,11.0776
2024/11/1 15:00,5668,0.8231,2.1848,16.4649,11.5256
2024/11/1 16:00,5668,0.7412,2.0251,15.0817,11.0079
2024/11/1 17:00,5668,0.4580,1.2383,10.3723,9.7502
2024/11/1 18:00,5668,0.3377,0.8621,8.9213,9.1725
2024/11/1 19:00,5668,0.4259,1.0699,10.8996,9.6834
2024/11/1 20:00,5668,0.4528,1.1107,10.7562,9.6003
2024/11/1 21:00,5668,0.3139,0.8855,10.1703,9.1017
2024/11/1 22:00,5668,0.1962,0.5422,8.1674,8.7912
2024/11/1 23:00,5668,0.0915,0.2957,6.1230,8.2510
2024/11/16 0:00,5668,0.1226,0.3584,6.3942,8.3101
2024/11/16 1:00,5668,0.3694,1.1076,8.9743,10.4016
2024/11/16 2:00,5668,0.3774,1.5283,8.3513,10.1885
2024/11/16 3:00,5668,0.1951,0.6153,6.6337,8.9795
2024/11/16 4:00,5668,0.1364,0.3241,4.8395,5.8225
2024/11/16 5:00,5668,0.1364,0.2620,4.1711,5.7490
2024/11/16 6:00,5668,0.0709,0.1912,4.9105,7.6795
2024/11/16 7:00,5668,0.1167,0.3191,5.6765,8.1967
2024/11/16 8:00,5668,0.2437,0.6902,6.6822,8.8443
2024/11/16 9:00,5668,0.3827,1.1548,8.5837,9.5116
2024/11/16 10:00,5668,0.5418,1.5373,11.0932,10.3401
2024/11/16 11:00,5668,0.6268,1.6064,13.3330,11.0707
2024/11/16 12:00,5668,0.6313,1.5056,13.5514,11.6255
2024/11/16 13:00,5668,0.5992,1.4692,13.1228,11.5117
2024/11/16 14:00,5668,0.7377,1.9371,15.2785,12.2829
2024/11/16 15:00,5668,0.8087,2.1252,15.1415,12.7376
2024/11/16 16:00,5668,0.6727,1.7681,15.6651,12.3983
2024/11/16 17:00,5668,0.5538,1.4672,11.6110,10.4612
2024/11/16 18:00,5668,0.4007,1.1177,8.4549,9.4644
2024/11/16 19:00,5668,0.2224,0.6520,7.1174,8.6709
2024/11/16 20:00,5668,0.1700,0.4936,6.4845,8.2814
2024/11/16 21:00,5668,0.1444,0.4353,7.0423,8.4006
2024/11/16 22:00,5668,0.1352,0.3940,6.6123,8.3628
2024/11/16 23:00,5668,0.1222,0.3620,6.0041,8.2821
2024/11/1 0:00,5720,0.7161,1.5566,15.2215,10.0003
2024/11/1 1:00,5720,0.1615,0.5696,5.5363,6.0095
2024/11/1 2:00,5720,0.1565,0.4362,4.3345,5.9320
2024/11/1 3:00,5720,0.1581,0.4084,4.2378,5.9708
2024/11/1 4:00,5720,0.1581,0.3600,3.9373,5.6515
2024/11/1 5:00,5720,0.1507,0.2794,4.2082,6.1047
2024/11/1 6:00,5720,0.1294,0.3063,5.2796,7.9810
2024/11/1 7:00,5720,0.3244,0.8450,9.2334,8.9868
2024/11/1 8:00,5720,0.5468,1.4621,13.3685,9.8716
2024/11/1 9:00,5720,0.6556,1.7470,17.8842,10.8481
2024/11/1 10:00,5720,0.6485,1.6666,16.5391,10.8149
2024/11/1 11:00,5720,0.5403,1.3788,14.8514,9.9030
2024/11/1 12:00,5720,0.5122,1.3456,16.1094,9.9019
2024/11/1 13:00,5720,0.4712,1.1924,14.3999,9.8301
2024/11/1 14:00,5720,0.4475,1.1976,13.0330,9.5969
2024/11/1 15:00,5720,0.5894,1.5153,14.7560,10.1550
2024/11/1 16:00,5720,0.6742,1.7778,15.2294,10.4210
2024/11/1 17:00,5720,0.8398,2.2659,16.7538,10.8733
2024/11/1 18:00,5720,0.8748,2.2303,17.8944,11.1058
2024/11/1 19:00,5720,0.7596,1.7996,17.6793,10.6507
2024/11/1 20:00,5720,0.7217,1.7732,16.4558,10.5097
2024/11/1 21:00,5720,0.8197,1.9135,19.2050,10.7376
2024/11/1 22:00,5720,0.7959,1.8995,20.2434,10.7783
2024/11/1 23:00,5720,0.7756,1.7797,19.2477,10.7758
2024/11/16 0:00,5720,0.6839,1.4729,21.0492,9.9876
2024/11/16 1:00,5720,0.5055,1.0365,11.8093,9.8161
2024/11/16 2:00,5720,0.3802,0.8439,10.8240,9.9742
2024/11/16 3:00,5720,0.3596,0.7752,10.7632,9.0426
2024/11/16 4:00,5720,0.1591,0.4024,5.8643,6.0604
2024/11/16 5:00,5720,0.1591,0.2951,5.0017,5.9775
2024/11/16 6:00,5720,0.1321,0.3027,5.5586,7.9253
2024/11/16 7:00,5720,0.2474,0.5886,7.5705,8.6366
2024/11/16 8:00,5720,0.5491,1.2363,15.2136,9.9695
2024/11/16 9:00,5720,0.8608,1.9091,21.9567,11.5038
2024/11/16 10:00,5720,0.6712,1.5509,18.1181,10.5479
2024/11/16 11:00,5720,0.6172,1.4135,17.7387,10.4628
2024/11/16 12:00,5720,0.5114,1.1655,15.5528,9.8637
2024/11/16 13:00,5720,0.5320,1.2037,15.5126,9.7434
2024/11/16 14:00,5720,0.5738,1.3298,16.8810,10.0711
2024/11/16 15:00,5720,0.6047,1.4329,16.7472,10.1355
2024/11/16 16:00,5720,0.6443,1.6091,16.7417,10.4888
2024/11/16 17:00,5720,0.7249,1.8922,17.0382,10.7612
2024/11/16 18:00,5720,0.7195,1.7561,17.3175,10.6816
2024/11/16 19:00,5720,0.6381,1.4315,15.6750,10.2511
2024/11/16 20:00,5720,0.7699,1.5641,16.0999,10.5516
2024/11/16 21:00,5720,0.9255,1.8778,18.7174,10.7375
2024/11/16 22:00,5720,1.0116,2.0380,20.7236,11.3542
2024/11/16 23:00,5720,1.0199,2.0457,23.2320,11.3169
2024/11/1 0:00,5836,2.0705,5.2388,37.9734,15.4923
2024/11/1 1:00,5836,1.7678,4.6742,32.1353,14.2843
2024/11/1 2:00,5836,1.1375,3.2312,19.5679,12.3110
2024/11/1 3:00,5836,0.9564,2.6256,14.9403,11.8868
2024/11/1 4:00,5836,0.6395,1.7741,10.3745,10.1069
2024/11/1 5:00,5836,0.3903,0.8409,7.2644,9.4519
2024/11/1 6:00,5836,0.6256,1.5784,11.2043,10.5233
2024/11/1 7:00,5836,1.0452,2.7031,17.9057,12.2268
2024/11/1 8:00,5836,1.4484,3.7004,23.6100,16.2474
2024/11/1 9:00,5836,1.4422,3.7213,24.1317,16.9653
2024/11/1 10:00,5836,1.5886,4.0912,27.6582,17.7392
2024/11/1 11:00,5836,1.5976,4.0673,28.4057,16.5509
2024/11/1 12:00,5836,1.5698,3.8502,28.7741,15.9202
2024/11/1 13:00,5836,1.4724,3.7342,27.1192,14.9610
2024/11/1 14:00,5836,1.4749,3.9043,26.6532,15.0457
2024/11/1 15:00,5836,1.4961,3.9706,25.7083,15.0386
2024/11/1 16:00,5836,1.5097,3.9485,24.9755,15.6194
2024/11/1 17:00,5836,1.3779,3.3974,22.1392,14.9798
2024/11/1 18:00,5836,1.5647,3.7315,23.9599,16.0997
2024/11/1 19:00,5836,2.3179,5.4214,30.6190,18.7921
2024/11/1 20:00,5836,2.8056,6.4681,35.0080,19.5426
2024/11/1 21:00,5836,2.6905,6.5553,37.5820,18.5174
2024/11/1 22:00,5836,2.4903,6.0500,39.5779,18.3563
2024/11/1 23:00,5836,1.9637,5.0957,35.0172,16.4598
2024/11/16 0:00,5836,1.9511,5.7670,46.6797,15.2937
2024/11/16 1:00,5836,1.5763,4.8531,37.7361,14.0981
2024/11/16 2:00,5836,1.1101,3.3114,23.7191,12.7093
2024/11/16 3:00,5836,0.9125,2.6978,16.8799,12.1770
2024/11/16 4:00,5836,0.5974,1.8568,10.7501,10.5637
2024/11/16 5:00,5836,0.5036,1.0869,8.7183,10.0218
2024/11/16 6:00,5836,0.5974,1.4921,12.1108,10.3391
2024/11/16 7:00,5836,1.0883,2.9586,19.9439,12.3660
2024/11/16 8:00,5836,1.4071,3.8598,26.2182,14.0217
2024/11/16 9:00,5836,1.7633,4.4833,27.9931,15.4005
2024/11/16 10:00,5836,1.7685,4.6877,28.5361,15.5355
2024/11/16 11:00,5836,1.9796,5.0593,32.3583,16.3061
2024/11/16 12:00,5836,1.8377,4.9204,33.0974,15.6584
2024/11/16 13:00,5836,2.1514,5.7551,40.4517,17.2675
2024/11/16 14:00,5836,1.9141,5.0068,38.4093,16.8572
2024/11/16 15:00,5836,1.7857,4.9477,32.5008,15.7149
2024/11/16 16:00,5836,2.0045,5.2937,34.3268,17.1947
2024/11/16 17:00,5836,1.8844,5.0364,31.5315,17.6401
2024/11/16 18:00,5836,1.9075,4.8825,29.8324,17.5315
2024/11/16 19:00,5836,2.4244,5.8740,32.3252,18.6580
2024/11/16 20:00,5836,2.7926,6.7287,35.0619,20.3946
2024/11/16 21:00,5836,2.8881,7.0552,40.4792,19.7402
2024/11/16 22:00,5836,2.7833,7.0416,45.3403,19.3655
2024/11/16 23:00,5836,2.3089,6.2245,44.5184,16.1395
2024/11/1 0:00,5846,1.7377,4.5750,34.8908,16.1704
2024/11/1 1:00,5846,1.2306,3.1871,21.5614,13.5210
2024/11/1 2:00,5846,0.1940,0.6123,5.7523,5.8957
2024/11/1 3:00,5846,0.1614,0.3566,4.4220,5.8111
2024/11/1 4:00,5846,0.1600,0.3406,4.7516,5.8964
2024/11/1 5:00,5846,0.5922,1.3089,10.0715,10.1825
2024/11/1 6:00,5846,0.5179,1.3197,10.6779,10.2314
2024/11/1 7:00,5846,0.9604,2.4264,17.2622,12.2772
2024/11/1 8:00,5846,1.5790,4.1507,23.4390,15.2419
2024/11/1 9:00,5846,1.8656,5.0438,27.1095,16.1662
2024/11/1 10:00,5846,1.9413,5.3755,26.4367,16.8425
2024/11/1 11:00,5846,1.8990,5.1286,26.9666,17.0759
2024/11/1 12:00,5846,1.9355,4.9402,29.0926,17.3500
2024/11/1 13:00,5846,1.8549,4.7911,28.6620,16.6819
2024/11/1 14:00,5846,2.0753,5.5178,29.4810,17.8577
2024/11/1 15:00,5846,2.0810,5.4704,27.4258,17.5075
2024/11/1 16:00,5846,2.5521,6.7586,31.0007,19.9369
2024/11/1 17:00,5846,2.5689,6.6928,31.0353,20.7474
2024/11/1 18:00,5846,2.6417,6.6342,31.5744,20.6762
2024/11/1 19:00,5846,2.5648,6.3189,30.8392,20.1015
2024/11/1 20:00,5846,2.4178,5.9037,29.6004,20.0947
2024/11/1 21:00,5846,2.4125,5.9089,32.7469,19.2560
2024/11/1 22:00,5846,2.5290,5.9285,37.0260,19.5410
2024/11/1 23:00,5846,2.1435,5.3018,38.1129,17.1017
2024/11/16 0:00,5846,1.6898,4.4261,30.2839,16.9084
2024/11/16 1:00,5846,1.2213,3.3543,22.5868,13.7444
2024/11/16 2:00,5846,0.5171,1.5242,11.9069,10.7001
2024/11/16 3:00,5846,0.3455,1.1324,8.5487,9.6568
2024/11/16 4:00,5846,0.1550,0.5723,5.7999,6.0815
2024/11/16 5:00,5846,0.5648,1.3578,8.6902,9.7906
2024/11/16 6:00,5846,0.5850,1.6692,10.0521,10.4481
2024/11/16 7:00,5846,0.9593,2.8297,14.7113,12.5141
2024/11/16 8:00,5846,1.3190,3.5164,19.6828,14.3662
2024/11/16 9:00,5846,1.8606,4.9553,25.2408,17.3094
2024/11/16 10:00,5846,2.1370,5.5106,27.8304,19.2535
2024/11/16 11:00,5846,2.1886,5.5680,28.3834,19.7099
2024/11/16 12:00,5846,2.0106,5.0270,30.7780,18.5695
2024/11/16 13:00,5846,1.9817,4.9190,25.8993,17.6419
2024/11/16 14:00,5846,2.0942,5.3480,26.3592,18.0101
2024/11/16 15:00,5846,2.0185,5.3414,26.0934,17.4753
2024/11/16 16:00,5846,2.2410,5.8415,28.8095,18.3583
2024/11/16 17:00,5846,2.4820,6.5213,30.6224,20.2414
2024/11/16 18:00,5846,2.3756,6.0128,28.4304,20.5286
2024/11/16 19:00,5846,2.2459,5.4391,26.6920,20.1891
2024/11/16 20:00,5846,2.4009,5.5357,28.5785,20.4878
2024/11/16 21:00,5846,2.5281,5.8716,32.0941,20.4550
2024/11/16 22:00,5846,2.4555,6.0010,36.1226,20.2531
2024/11/16 23:00,5846,2.1860,5.4113,35.4959,19.1149
2024/11/1 0:00,5855,0.3514,0.9697,12.4705,8.5190
2024/11/1 1:00,5855,0.1833,0.5085,6.6978,6.1987
2024/11/1 2:00,5855,0.1842,0.4266,4.6511,6.1186
2024/11/1 3:00,5855,0.1864,0.3992,4.5810,6.1630
2024/11/1 4:00,5855,0.1863,0.3510,4.1956,5.8209
2024/11/1 5:00,5855,0.1791,0.2536,4.5049,6.2735
2024/11/1 6:00,5855,0.1123,0.2858,5.8695,7.8726
2024/11/1 7:00,5855,0.5503,1.4205,15.7884,9.5629
2024/11/1 8:00,5855,1.2791,3.7431,39.2225,11.6120
2024/11/1 9:00,5855,1.5832,4.8009,49.3533,12.1614
2024/11/1 10:00,5855,1.7320,5.2941,52.7367,12.6462
2024/11/1 11:00,5855,1.3830,4.1075,43.3858,12.0273
2024/11/1 12:00,5855,0.7136,1.8978,24.4764,10.0325
2024/11/1 13:00,5855,1.1132,3.2431,35.3558,11.0843
